Algorithm,Log Source,Log,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,P-Value,MRID,Epsilon,Window Size,SW Step Size
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_sw,,,[451.3333333333333],[499],1.0,47.666666666666686,00:00:00,,400.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_sw,,,[451.3333333333333],[499],1.0,47.666666666666686,00:00:00,,400.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_sw,,,[451.3333333333333],[499],1.0,47.666666666666686,00:00:00,,400.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_sw,,,[451.3333333333333],[499],1.0,47.666666666666686,00:00:00,,400.0,200.0,,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI,200.0,600.0,"[979, 1855]","[999, 1999]",1.0,82.0,00:07:15,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI,200.0,600.0,[],"[999, 1999]",,,00:04:19,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_re,100.0,400.0,[319],[499],1.0,180.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_re,100.0,400.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,400.0,400.0,"[939, 1985]","[999, 1999]",1.0,37.0,00:07:51,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,400.0,400.0,[],"[999, 1999]",,,00:04:44,0.4,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cf,,,[447.0],[499],1.0,52.0,00:00:00,,300.0,30.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cf,,,[447.0],[499],1.0,52.0,00:00:00,,300.0,60.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cf,,,[447.0],[499],1.0,52.0,00:00:00,,300.0,90.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cf,,,[447.0],[499],1.0,52.0,00:00:00,,300.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_cf,,,[447.0],[499],1.0,52.0,00:00:00,,300.0,150.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cf,200.0,400.0,[748],[499],,,00:00:09,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,300.0,500.0,"[1105, 2075]","[999, 1999]",1.0,91.0,00:01:10,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:00,,600.0,60.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:00,,600.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:00,,600.0,180.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:00,,600.0,240.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:00,,600.0,300.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,100.0,400.0,[570],[499],1.0,71.0,00:00:01,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,100.0,700.0,"[1012, 1964]","[999, 1999]",1.0,24.0,00:01:02,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IOR,100.0,500.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IOR,100.0,500.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pl,100.0,700.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pl,100.0,700.0,[],[499],,,00:00:06,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,400.0,700.0,"[1107, 2182]","[999, 1999]",1.0,145.5,00:01:42,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_IRO,,,[444],[499],1.0,55.0,00:00:03,,,,300.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,200.0,700.0,"[869, 1880]","[999, 1999]",1.0,124.5,00:07:43,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,200.0,700.0,[],"[999, 1999]",,,00:04:51,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,300.0,700.0,"[1032, 2165]","[999, 1999]",1.0,99.5,00:00:38,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_5,300.0,700.0,[],"[999, 1999]",,,00:08:55,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_5,300.0,700.0,[],"[999, 1999]",,,00:06:26,0.4,,,,
Maaradji Runs,Ostovar,Atomic_Frequency_output_Frequency_2,,,[],"[999, 1999]",,,00:02:55,,,,100.0,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_cb,,,[],[499],,,00:00:02,,,,400.0,2.0
Martjushev ADWIN J,Bose,bose_log,200.0,600.0,"[1059, 2330, 3581, 4302]","[1199, 2399, 3599, 4799]",0.75,75.66666666666667,00:00:52,0.4,,,,
Martjushev ADWIN WC,Bose,bose_log,200.0,600.0,[],"[1199, 2399, 3599, 4799]",,,00:00:34,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_pl,,,[],[499],,,00:00:01,,,,200.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,400.0,400.0,[],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,400.0,700.0,"[839, 1900]","[999, 1999]",1.0,129.5,00:07:13,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,400.0,700.0,[],"[999, 1999]",,,00:03:46,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_OIR,400.0,600.0,[399],[499],1.0,100.0,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_OIR,400.0,600.0,[],[499],,,00:00:04,0.4,,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[1500.9107246376811],"[999, 1999]",,,00:00:08,,400.0,40.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[1500.9107246376811],"[999, 1999]",,,00:00:08,,400.0,80.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[1500.9107246376811],"[999, 1999]",,,00:00:08,,400.0,120.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[1500.9107246376811],"[999, 1999]",,,00:00:08,,400.0,160.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[1500.9107246376811],"[999, 1999]",,,00:00:08,,400.0,200.0,,
Maaradji Runs,Ceravolo,sudden_trace_noise0_1000_RIO,,,[450],[499],1.0,49.0,00:00:10,,,,50.0,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,100.0,600.0,"[974, 1650]","[999, 1999]",0.5,25.0,00:08:18,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,100.0,600.0,[],"[999, 1999]",,,00:03:47,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_lp,400.0,400.0,[399],[499],1.0,100.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_lp,400.0,400.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,400.0,400.0,[],"[999, 1999]",,,00:07:52,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,400.0,400.0,[],"[999, 1999]",,,00:03:49,0.4,,,,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_2,300.0,500.0,[879],"[999, 1999]",0.6666666666666666,120.0,00:09:57,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_2,300.0,500.0,[],"[999, 1999]",,,00:06:02,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IRO,300.0,700.0,[409],[499],1.0,90.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IRO,300.0,700.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,400.0,700.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,400.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,300.0,700.0,"[1024, 2027]","[999, 1999]",1.0,26.5,00:00:59,,,,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1.0,59.923076923076906,00:00:06,,400.0,40.0,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1.0,59.923076923076906,00:00:06,,400.0,80.0,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1.0,59.923076923076906,00:00:06,,400.0,120.0,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1.0,59.923076923076906,00:00:06,,400.0,160.0,,
Zheng DBSCAN,Ostovar,Composite_IOR_output_IOR,,,"[938.7692307692307, 1939.3846153846155]","[999, 1999]",1.0,59.923076923076906,00:00:06,,400.0,200.0,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_OIR,100.0,600.0,[479],[499],1.0,20.0,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_OIR,100.0,600.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip,200.0,700.0,"[959, 2000]","[999, 1999]",1.0,20.5,00:07:27,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip,200.0,700.0,[],"[999, 1999]",,,00:03:58,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,200.0,700.0,"[1037, 1937]","[999, 1999]",1.0,50.0,00:01:28,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pm,100.0,500.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,200.0,700.0,[624],[499],1.0,125.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,400.0,700.0,"[1055, 2026]","[999, 1999]",1.0,41.5,00:01:41,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,100.0,600.0,"[944, 1798]","[999, 1999]",0.5,55.0,00:00:23,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise15_1000_cd,,,[],[499],,,00:00:08,,,,50.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_ROI,200.0,500.0,[474],[499],1.0,25.0,00:00:03,,,,,
Bose J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,"[948, 1946]","[999, 1999]",1.0,52.0,00:21:08,,,,600.0,2.0
Bose WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,[],"[999, 1999]",,,00:16:30,,,,600.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_sw,400.0,500.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_sw,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove,300.0,600.0,[],"[999, 1999]",,,00:08:27,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove,300.0,600.0,[],"[999, 1999]",,,00:04:36,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,200.0,400.0,"[1001, 2149]","[999, 1999]",1.0,76.0,00:00:25,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,300.0,700.0,[612],[499],1.0,113.0,00:00:06,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,100.0,700.0,[500],[499],1.0,1.0,00:00:05,,,,,
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_5,400.0,400.0,"[879, 1890]","[999, 1999]",1.0,114.5,00:14:56,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_5,400.0,400.0,[],"[999, 1999]",,,00:09:40,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,300.0,600.0,[468],[499],1.0,31.0,00:00:01,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_IRO,100.0,500.0,[389],[499],1.0,110.0,00:00:13,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_IRO,100.0,500.0,[],[499],,,00:00:08,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pl,300.0,500.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,300.0,500.0,[1014],"[999, 1999]",0.6666666666666666,15.0,00:01:17,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,400.0,400.0,"[938, 2083]","[999, 1999]",1.0,72.5,00:00:21,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,300.0,400.0,[981],"[999, 1999]",0.6666666666666666,18.0,00:01:03,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,200.0,500.0,[434],[499],1.0,65.0,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,200.0,500.0,[],[499],,,00:00:07,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,300.0,700.0,"[1138, 2073]","[999, 1999]",1.0,106.5,00:01:35,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,200.0,700.0,[481],[499],1.0,18.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,400.0,400.0,"[939, 1820]","[999, 1999]",1.0,119.5,00:07:00,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,400.0,400.0,[],"[999, 1999]",,,00:04:11,0.4,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,400.0,400.0,"[1037, 2030]","[999, 1999]",1.0,34.5,00:00:54,,,,,
Bose J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,"[970, 1956]","[999, 1999]",1.0,36.0,00:19:35,,,,100.0,2.0
Bose WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,"[974, 1928]","[999, 1999]",1.0,48.0,00:16:09,,,,100.0,2.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_5,400.0,700.0,"[985, 1983]","[999, 1999]",1.0,15.0,00:02:58,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO,100.0,400.0,"[1051, 2030]","[999, 1999]",1.0,41.5,00:00:58,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,200.0,400.0,[639],[499],1.0,140.0,00:00:03,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,[],[499],,,00:00:00,,700.0,70.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,[],[499],,,00:00:00,,700.0,140.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,[],[499],,,00:00:00,,700.0,210.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,[],[499],,,00:00:00,,700.0,280.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_lp,,,[],[499],,,00:00:00,,700.0,350.0,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_ROI,200.0,700.0,[349],[499],1.0,150.0,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_ROI,200.0,700.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,200.0,700.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,200.0,700.0,[],[499],,,00:00:06,0.4,,,,
Bose J,Ostovar,Composite_ROI_output_ROI_5,,,"[870, 1984]","[999, 1999]",1.0,72.0,00:30:06,,,,500.0,2.0
Bose WC,Ostovar,Composite_ROI_output_ROI_5,,,"[868, 1848]","[999, 1999]",1.0,141.0,00:31:49,,,,500.0,2.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,100.0,500.0,"[1042, 2018]","[999, 1999]",1.0,31.0,00:00:32,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_rp,300.0,700.0,[],[499],,,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_rp,300.0,700.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pm,400.0,700.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pm,400.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,400.0,600.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,300.0,600.0,[779],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_5,100.0,600.0,"[961, 1975]","[999, 1999]",1.0,31.0,00:08:52,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_5,100.0,600.0,[],"[999, 1999]",,,00:04:22,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,300.0,400.0,[488],[499],1.0,11.0,00:00:03,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pl,400.0,500.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pl,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,100.0,400.0,[399],[499],1.0,100.0,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,100.0,400.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,400.0,400.0,"[1008, 2158]","[999, 1999]",1.0,84.0,00:00:24,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_IRO,200.0,600.0,"[399, 899]",[499],0.6666666666666666,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_IRO,200.0,600.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip,100.0,700.0,"[1119, 2098]","[999, 1999]",1.0,109.5,00:01:29,,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_5,300.0,400.0,"[924, 1950]","[999, 1999]",1.0,62.0,00:10:33,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_5,300.0,400.0,[],"[999, 1999]",,,00:05:19,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_5,200.0,600.0,"[994, 1993]","[999, 1999]",1.0,5.5,00:00:24,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,200.0,400.0,[],"[999, 1999]",,,00:01:17,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_5,300.0,400.0,"[909, 1975]","[999, 1999]",1.0,57.0,00:08:28,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_5,300.0,400.0,[],"[999, 1999]",,,00:05:10,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,100.0,500.0,[540],[499],1.0,41.0,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_5,400.0,400.0,"[959, 1920]","[999, 1999]",1.0,59.5,00:11:14,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_5,400.0,400.0,[],"[999, 1999]",,,00:06:28,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,100.0,500.0,"[954, 1957]","[999, 1999]",1.0,43.5,00:09:25,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,100.0,500.0,[],"[999, 1999]",,,00:05:09,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,400.0,700.0,"[1101, 2139]","[999, 1999]",1.0,121.0,00:00:39,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pl,200.0,600.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IOR,300.0,600.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IOR,300.0,600.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,200.0,700.0,"[1046, 2146]","[999, 1999]",1.0,97.0,00:01:02,,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,100.0,400.0,[974],"[999, 1999]",0.6666666666666666,25.0,00:01:13,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,200.0,400.0,[608],[499],1.0,109.0,00:00:03,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,300.0,400.0,[582],[499],1.0,83.0,00:00:03,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,100.0,700.0,"[1047, 2185]","[999, 1999]",1.0,117.0,00:00:48,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_OIR,,,[],[499],,,00:00:00,,600.0,60.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_OIR,,,[],[499],,,00:00:00,,600.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_OIR,,,[],[499],,,00:00:00,,600.0,180.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_OIR,,,[],[499],,,00:00:00,,600.0,240.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise10_1000_OIR,,,[],[499],,,00:00:00,,600.0,300.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_RIO,100.0,700.0,[648],[499],1.0,149.0,00:00:01,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,400.0,500.0,"[952, 2095]","[999, 1999]",1.0,71.5,00:00:36,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,100.0,600.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,200.0,600.0,[],"[999, 1999]",,,00:00:23,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,100.0,600.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cf,200.0,700.0,[319],[499],1.0,180.0,00:00:05,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cf,200.0,700.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cb,200.0,400.0,[530],[499],1.0,31.0,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300.0,700.0,"[699, 1900]","[999, 1999]",0.5,99.0,00:07:19,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,300.0,700.0,[],"[999, 1999]",,,00:04:26,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,300.0,600.0,"[472, 922]",[499],0.6666666666666666,27.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,100.0,500.0,"[971, 1915]","[999, 1999]",1.0,56.0,00:08:23,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,100.0,500.0,[],"[999, 1999]",,,00:04:38,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_pm,100.0,700.0,[1233],[499],,,00:00:38,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,100.0,500.0,"[982, 2125]","[999, 1999]",1.0,71.5,00:00:22,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_rp,,,[],[499],,,00:00:00,,,,500.0,2.0
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,100.0,700.0,[1075],"[999, 1999]",0.6666666666666666,76.0,00:00:10,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,200.0,400.0,[1039],"[999, 1999]",0.6666666666666666,40.0,00:01:16,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,200.0,700.0,"[1019, 1960]","[999, 1999]",1.0,29.5,00:06:19,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,200.0,700.0,[],"[999, 1999]",,,00:03:08,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,200.0,700.0,[],"[999, 1999]",,,00:00:12,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,400.0,700.0,"[884, 1975]","[999, 1999]",1.0,69.5,00:07:40,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,400.0,700.0,[],"[999, 1999]",,,00:05:49,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,100.0,600.0,[399],[499],1.0,100.0,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,100.0,600.0,[],[499],,,00:00:06,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,200.0,400.0,[472],[499],1.0,27.0,00:00:02,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_cb,,,[452],[499],1.0,47.0,00:00:01,,,,100.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,400.0,700.0,[],"[999, 1999]",,,00:10:59,0.4,,,,
